step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
163,TRANSFER,1462247.76,C857169298,0.0,0.0,C1495816709,2193320.09,3655567.85,0,0
244,TRANSFER,4448598.93,C530018040,4448598.93,0.0,C1401702546,0.0,0.0,1,0
187,PAYMENT,13057.41,C416205844,1070.0,0.0,M1159583490,0.0,0.0,0,0
278,CASH_IN,318851.09,C114240803,0.0,318851.09,C127544163,6131747.59,5812896.5,0,0
551,CASH_OUT,879321.88,C419820601,879321.88,0.0,C703386437,0.0,879321.88,1,0
201,PAYMENT,4818.05,C418478702,0.0,0.0,M59402294,0.0,0.0,0,0
404,CASH_OUT,40359.75,C1580733517,40359.75,0.0,C1833873982,37684.35,78044.1,1,0
393,CASH_IN,62741.26,C949544745,147707.0,210448.26,C1993508565,0.0,0.0,0,0
293,TRANSFER,530124.99,C1969299825,530124.99,0.0,C1985038646,0.0,0.0,1,0
726,CASH_OUT,2216437.25,C1860220594,2216437.25,0.0,C1149224320,6843369.97,9059807.22,1,0
231,CASH_OUT,129747.49,C620898283,55840.53,0.0,C1394329257,2041030.61,2170778.1,0,0
410,TRANSFER,4900487.15,C688119342,4900487.15,0.0,C1773365552,0.0,0.0,1,0
130,TRANSFER,49028.96,C1672583834,0.0,0.0,C79282252,459789.92,508818.88,0,0
640,CASH_OUT,1732090.28,C1842845711,1732090.28,0.0,C2019281736,998647.97,2730738.25,1,0
64,TRANSFER,3097121.75,C941791959,3097121.75,0.0,C1945517835,0.0,0.0,1,0
14,CASH_IN,252526.09,C667448719,40353.0,292879.09,C174190739,213.0,0.0,0,0
590,CASH_OUT,38310.5,C1282710719,3737.65,0.0,C147361646,179608.51,217919.01,0,0
616,CASH_OUT,7240965.96,C686995087,7240965.96,0.0,C893411806,0.0,7240965.96,1,0
36,CASH_OUT,393962.59,C1493167568,0.0,0.0,C784681106,579650.99,973613.58,0,0
357,CASH_OUT,251199.91,C624684299,251199.91,0.0,C1596268050,0.0,251199.91,1,0
395,PAYMENT,22298.05,C1590438263,264524.68,242226.63,M1728424315,0.0,0.0,0,0
259,PAYMENT,8393.87,C1430703830,44904.63,36510.76,M1289919973,0.0,0.0,0,0
396,TRANSFER,1191416.61,C181280746,0.0,0.0,C1771229294,10068707.88,11260124.49,0,0
492,CASH_OUT,109103.72,C1625489612,205801.0,96697.28,C421349852,1273461.97,1382565.69,0,0
79,TRANSFER,61178.51,C1635325265,61178.51,0.0,C1782100943,0.0,0.0,1,0
276,CASH_OUT,86876.62,C1386028436,0.0,0.0,C1428120662,1640913.04,1727789.67,0,0
355,PAYMENT,6909.18,C1115880742,102853.0,95943.82,M50972873,0.0,0.0,0,0
408,CASH_OUT,2567602.1,C1656748822,2567602.1,0.0,C1457063167,0.0,2567602.1,1,0
291,TRANSFER,145035.4,C410161307,145035.4,0.0,C2092567505,0.0,0.0,1,0
105,CASH_OUT,539087.79,C1597812887,539087.79,0.0,C1452774204,44825.34,583913.14,1,0
183,CASH_OUT,153560.34,C1184451957,0.0,0.0,C1608735206,488968.75,642529.09,0,0
619,TRANSFER,293470.64,C1051179941,293470.64,0.0,C1445144451,0.0,0.0,1,0
19,PAYMENT,7212.07,C1286232506,0.0,0.0,M1450530205,0.0,0.0,0,0
395,CASH_OUT,108363.35,C798450329,11529.54,0.0,C1662219609,1061214.41,1169577.76,0,0
554,TRANSFER,3576297.1,C193696150,3576297.1,3576297.1,C484597480,0.0,0.0,1,1
347,TRANSFER,752503.21,C323620724,0.0,0.0,C1284913807,1177862.99,1930366.2,0,0
540,TRANSFER,342970.95,C498197079,342970.95,0.0,C1500413954,0.0,0.0,1,0
205,CASH_OUT,104968.54,C1282970552,0.0,0.0,C389479822,1901475.14,2006443.68,0,0
304,CASH_OUT,262439.14,C166564777,0.0,0.0,C1448260983,2794642.53,3057081.66,0,0
231,PAYMENT,25384.09,C1276195336,0.0,0.0,M811616195,0.0,0.0,0,0
386,TRANSFER,442290.23,C1521151651,442290.23,0.0,C1888923091,0.0,0.0,1,0
253,CASH_OUT,38575.61,C1309058465,0.0,0.0,C814043660,60500.25,99075.87,0,0
135,PAYMENT,26799.17,C1115171813,724.0,0.0,M112981711,0.0,0.0,0,0
186,CASH_OUT,124563.15,C674772056,0.0,0.0,C1197527084,349326.24,473889.4,0,0
161,CASH_OUT,622908.71,C1723543729,0.0,0.0,C1369133459,923855.87,1646545.59,0,0
185,CASH_OUT,80348.36,C878473014,41925.0,0.0,C1646392302,137858.73,218207.08,0,0
140,CASH_IN,208109.69,C1262476088,5591861.34,5799971.03,C1467740330,6645448.82,6437339.13,0,0
38,CASH_OUT,21367.0,C1032400193,21367.0,0.0,C760883565,898934.02,920301.02,1,0
93,PAYMENT,4837.79,C844434354,985.0,0.0,M1846829892,0.0,0.0,0,0
47,CASH_OUT,243028.65,C1427360526,243028.65,0.0,C410529823,441285.14,684313.79,1,0
303,CASH_OUT,412044.07,C248574519,0.0,0.0,C449612745,481460.17,893504.24,0,0
190,TRANSFER,265747.73,C1027432342,265747.73,0.0,C211740170,0.0,0.0,1,0
399,CASH_OUT,70425.77,C1763902504,160195.0,89769.23,C359912091,2030969.0,2101394.78,0,0
203,TRANSFER,2913787.08,C1263647967,2913787.08,0.0,C1765579007,0.0,0.0,1,0
328,PAYMENT,11051.35,C38317694,0.0,0.0,M1312049364,0.0,0.0,0,0
17,PAYMENT,13221.15,C2040539120,380129.61,366908.47,M1443819056,0.0,0.0,0,0
181,TRANSFER,447261.06,C1369767473,0.0,0.0,C933881277,1611442.63,2058703.69,0,0
30,CASH_OUT,236947.25,C474899128,236947.25,0.0,C116505755,70084.28,307031.53,1,0
205,TRANSFER,216179.15,C1863683348,216179.15,0.0,C1011918912,0.0,0.0,1,0
69,TRANSFER,967954.01,C2109457516,967954.01,0.0,C908864570,0.0,0.0,1,0
37,CASH_OUT,49194.93,C1983097959,20683.0,0.0,C1930409721,942001.33,991196.27,0,0
225,TRANSFER,84703.87,C1821651825,84703.87,0.0,C587388242,0.0,0.0,1,0
185,TRANSFER,164213.17,C236258946,164213.17,0.0,C439854722,0.0,0.0,1,0
719,TRANSFER,479926.98,C444759415,479926.98,0.0,C1253833239,0.0,0.0,1,0
187,PAYMENT,2308.51,C1365573036,16223.0,13914.49,M404506954,0.0,0.0,0,0
726,TRANSFER,54584.29,C181783158,54584.29,0.0,C1857371794,0.0,0.0,1,0
459,CASH_OUT,46130.88,C1862849619,46130.88,0.0,C1553982195,0.0,46130.88,1,0
702,CASH_OUT,10000000.0,C1666917384,10000000.0,0.0,C779798347,3485891.28,13485891.28,1,0
133,CASH_IN,281523.0,C2035117508,8181524.19,8463047.2,C663161327,1539609.72,1258086.72,0,0
93,PAYMENT,6343.02,C1285589221,1054.0,0.0,M112751194,0.0,0.0,0,0
350,TRANSFER,640648.06,C1231531045,640648.06,0.0,C1282254449,0.0,0.0,1,0
741,TRANSFER,10000000.0,C88849251,25674547.89,15674547.89,C1939028448,0.0,0.0,1,0
153,CASH_OUT,109008.53,C1746722810,109008.53,0.0,C724702929,369085.36,478093.89,1,0
35,CASH_OUT,112280.88,C609821524,0.0,0.0,C708118422,40512.49,152793.36,1,0
184,TRANSFER,487353.03,C677122209,245.0,0.0,C1262233481,0.0,487353.03,0,0
254,TRANSFER,591159.5,C1654923779,591159.5,0.0,C931026278,0.0,0.0,1,0
299,PAYMENT,5839.03,C470861133,139207.97,133368.94,M257351230,0.0,0.0,0,0
419,CASH_OUT,426323.38,C1078529507,426323.38,0.0,C1957980970,102216.61,528539.99,1,0
349,TRANSFER,977805.62,C1276671609,977805.62,0.0,C1381797613,0.0,0.0,1,0
711,TRANSFER,2580055.17,C1844811503,2580055.17,0.0,C2047354099,0.0,0.0,1,0
14,CASH_OUT,95229.39,C1743133432,0.0,0.0,C447320069,1271452.04,1366681.43,0,0
306,CASH_IN,321247.13,C2078477585,917390.67,1238637.8,C938589007,4418224.09,4096976.96,0,0
342,TRANSFER,21279.19,C1200071210,21279.19,0.0,C794836195,0.0,0.0,1,0
233,CASH_IN,220408.49,C1618153846,1945761.4,2166169.9,C661521303,828106.27,531343.34,0,0
182,TRANSFER,388198.14,C797499151,392707.67,4509.53,C1939579059,23557131.04,23945329.18,0,0
464,CASH_OUT,336917.97,C927102285,336917.97,0.0,C1526518047,229355.59,566273.55,1,0
426,TRANSFER,335459.85,C653034600,0.0,0.0,C1905507160,847815.49,1183275.34,0,0
700,CASH_OUT,113447.92,C311401803,113447.92,0.0,C1675116144,4125541.75,4238989.66,1,0
305,CASH_OUT,108722.4,C1894234774,7101.0,0.0,C289479177,3671.88,112394.28,0,0
120,TRANSFER,746518.21,C1049419908,746518.21,0.0,C713376763,0.0,0.0,1,0
149,TRANSFER,7188425.25,C1962597060,7188425.25,0.0,C103010660,0.0,0.0,1,0
316,CASH_OUT,1825908.12,C1679134628,1825908.12,0.0,C1851310686,0.0,1825908.12,1,0
186,CASH_OUT,7909.28,C1880348811,0.0,0.0,C606941032,81523.79,89433.07,0,0
522,PAYMENT,5495.05,C14779477,0.0,0.0,M1325972477,0.0,0.0,0,0
305,CASH_OUT,350139.14,C179039961,309798.0,0.0,C1056564541,84896.33,435035.47,0,0
341,TRANSFER,357824.01,C45970482,357824.01,0.0,C687230384,0.0,0.0,1,0
211,PAYMENT,22161.32,C159497963,51785.0,29623.68,M1067867146,0.0,0.0,0,0
238,PAYMENT,14320.26,C1535441674,0.0,0.0,M1019877515,0.0,0.0,0,0
369,CASH_IN,50096.44,C1658582474,2382.0,52478.44,C1182759686,0.0,0.0,0,0
605,CASH_OUT,504532.72,C413256119,504532.72,0.0,C1016874582,0.0,504532.72,1,0
269,CASH_OUT,278619.91,C191042832,278619.91,0.0,C302294633,707791.17,986411.08,1,0
443,TRANSFER,43159.0,C1373322164,43159.0,0.0,C159626180,0.0,0.0,1,0
138,CASH_OUT,155759.39,C849169357,21507.0,0.0,C811501345,0.0,155759.39,0,0
393,PAYMENT,2277.25,C453145771,0.0,0.0,M2096520234,0.0,0.0,0,0
36,PAYMENT,10274.41,C395194215,0.0,0.0,M1344595546,0.0,0.0,0,0
731,CASH_OUT,508929.61,C839366750,508929.61,0.0,C1367621087,161576.15,670505.76,1,0
178,PAYMENT,19894.49,C1239518246,67354.0,47459.51,M753908686,0.0,0.0,0,0
393,CASH_IN,79487.03,C1272562525,4609149.92,4688636.94,C1005948463,1034593.23,955106.2,0,0
211,CASH_OUT,55920.39,C1899996143,55920.39,0.0,C1567322020,0.0,55920.39,1,0
177,PAYMENT,5499.69,C1484961754,16166.0,10666.31,M641546296,0.0,0.0,0,0
379,CASH_OUT,118961.3,C1820166304,0.0,0.0,C1775809491,1506057.47,1625018.77,0,0
42,CASH_OUT,446483.62,C1269342049,6929.0,0.0,C261250215,402509.99,799679.45,0,0
340,TRANSFER,4896179.38,C1482401390,4896179.38,0.0,C1010534882,0.0,0.0,1,0
403,PAYMENT,8977.92,C213300810,17970.45,8992.54,M299619024,0.0,0.0,0,0
6,TRANSFER,17320.91,C788790720,17320.91,0.0,C1589547066,0.0,0.0,1,0
396,TRANSFER,1187193.02,C187293534,0.0,0.0,C2090328579,1314359.5,2501552.52,0,0
41,CASH_IN,12550.35,C504897102,16345010.28,16357560.64,C212307039,88822.57,76272.22,0,0
424,CASH_OUT,671406.79,C1661993840,671406.79,0.0,C109645047,102024.04,773430.83,1,0
4,CASH_OUT,2930418.44,C2044690596,2930418.44,0.0,C932583850,3616012.1,6963508.84,1,0
310,TRANSFER,2081051.56,C568675237,2081051.56,0.0,C1502060896,0.0,0.0,1,0
130,CASH_OUT,201988.55,C768827256,201988.55,0.0,C136499939,0.0,201988.55,1,0
307,CASH_OUT,69023.72,C93609972,5268.0,0.0,C281322919,137061.41,206085.14,0,0
160,TRANSFER,360749.76,C881291661,360749.76,0.0,C615238056,0.0,0.0,1,0
16,CASH_IN,22056.18,C343227583,22453752.12,22475808.3,C169456050,496135.34,546637.43,0,0
605,CASH_OUT,147230.63,C1675751864,147230.63,0.0,C1378762120,0.0,147230.63,1,0
537,CASH_OUT,127447.68,C987837660,127447.68,0.0,C2119771429,1274456.97,1401904.65,1,0
179,CASH_OUT,79848.26,C1318703682,1429.0,0.0,C454996345,0.0,79848.26,0,0
137,TRANSFER,1265379.37,C272782184,1265379.37,0.0,C804016361,0.0,0.0,1,0
727,CASH_OUT,263401.81,C850961884,263401.81,0.0,C1203132980,251586.8,514988.6,1,0
283,PAYMENT,9082.61,C885536534,127984.16,118901.55,M657259621,0.0,0.0,0,0
348,CASH_IN,86266.57,C418430850,4847709.63,4933976.2,C449051761,395162.14,308895.56,0,0
352,CASH_OUT,119501.03,C647858612,566.0,0.0,C2015097554,0.0,119501.03,0,0
357,CASH_OUT,4177467.46,C376454889,4177467.46,0.0,C1559513408,0.0,4177467.46,1,0
8,TRANSFER,1996.17,C1198040187,1996.17,0.0,C1828047633,0.0,0.0,1,0
154,CASH_OUT,212603.04,C834706204,0.0,0.0,C84066241,338946.17,551549.2,0,0
513,CASH_OUT,100762.66,C1991632436,100762.66,0.0,C693486169,0.0,100762.66,1,0
94,CASH_IN,193554.04,C518311526,2524599.17,2718153.21,C1063782390,980116.18,786562.13,0,0
515,TRANSFER,12804.74,C1711121415,12804.74,0.0,C27575040,0.0,0.0,1,0
308,CASH_OUT,214060.77,C2142140994,0.0,0.0,C1087378311,1015187.04,1229247.8,0,0
349,CASH_IN,464602.58,C1906560531,3806517.6,4271120.19,C655908281,1061331.13,596728.55,0,0
278,PAYMENT,12080.49,C819063557,0.0,0.0,M1771786282,0.0,0.0,0,0
730,TRANSFER,10000000.0,C726730575,57316255.05,47316255.05,C1364745638,0.0,0.0,1,0
323,TRANSFER,1899270.24,C830155496,0.0,0.0,C1074821415,13233350.67,15132620.91,0,0
232,CASH_OUT,341312.46,C314727832,0.0,0.0,C583586885,8338295.14,8679607.6,0,0
356,CASH_OUT,322403.78,C502387686,0.0,0.0,C429582623,9151852.31,9474256.09,0,0
284,CASH_IN,350608.34,C526552345,7685120.01,8035728.36,C324354002,410449.03,59840.68,0,0
705,CASH_OUT,105269.81,C1910128336,105269.81,0.0,C1345723287,1131176.09,1236445.9,1,0
212,PAYMENT,6764.26,C1502466602,687.0,0.0,M1967690884,0.0,0.0,0,0
325,CASH_OUT,346237.31,C736920603,3400.45,0.0,C1240268152,484081.32,830318.63,0,0
323,TRANSFER,7596886.83,C926688459,7596886.83,0.0,C1810250799,0.0,0.0,1,0
691,TRANSFER,612241.76,C127795331,612241.76,0.0,C81849981,0.0,0.0,1,0
185,CASH_OUT,830495.23,C1269409317,830495.23,0.0,C1312171922,4314942.61,5145437.83,1,0
45,CASH_IN,132823.81,C621024017,9132442.11,9265265.92,C55938931,2725669.69,2592845.88,0,0
285,CASH_OUT,179648.89,C1845243200,179648.89,0.0,C1343714931,110176.63,289825.52,1,0
213,CASH_IN,266749.69,C128256154,572813.56,839563.25,C246407868,2275279.06,2008529.38,0,0
134,CASH_OUT,41044.6,C637040845,0.0,0.0,C876075971,1174128.07,1215172.67,0,0
328,TRANSFER,2299330.46,C376938867,2299330.46,0.0,C1217738819,0.0,0.0,1,0
621,CASH_OUT,3054359.4,C1436575323,3054359.4,0.0,C832267581,1537363.06,4591722.45,1,0
594,CASH_IN,93870.2,C1515380417,489132.01,583002.21,C442969419,391147.29,297277.1,0,0
401,CASH_OUT,118863.93,C1523434016,0.0,0.0,C695235200,140889.72,259753.65,0,0
450,CASH_OUT,10000000.0,C1552522980,10000000.0,0.0,C2104816494,415882.73,10415882.73,1,0
593,CASH_OUT,125146.75,C1198861647,125146.75,0.0,C490114096,1820417.69,1945564.44,1,0
259,CASH_OUT,165268.46,C2071342879,0.0,0.0,C1004302587,2468321.33,2633589.79,0,0
678,TRANSFER,194876.96,C483764611,194876.96,0.0,C1709387951,0.0,0.0,1,0
326,PAYMENT,15489.66,C851526274,22403.0,6913.34,M827947695,0.0,0.0,0,0
261,CASH_OUT,1954854.24,C1696166614,1954854.24,0.0,C1922343800,467323.58,2422177.82,1,0
348,CASH_IN,308847.04,C1635771654,3883447.77,4192294.81,C1770651959,682858.3,374011.25,0,0
444,TRANSFER,1108140.19,C1275336083,1108140.19,0.0,C173424746,0.0,0.0,1,0
459,CASH_OUT,4153.02,C1685125917,4153.02,0.0,C1463620824,0.0,4153.02,1,0
572,CASH_OUT,82504.16,C364720575,82504.16,0.0,C911165143,190860.62,273364.78,1,0
156,CASH_OUT,619836.33,C1847194687,619836.33,0.0,C1466605034,712633.49,1332469.82,1,0
35,CASH_OUT,38769.49,C720001120,105773.0,67003.51,C1338531385,337335.88,376105.38,0,0
735,TRANSFER,256417.06,C383197535,256417.06,0.0,C316531144,0.0,0.0,1,0
11,CASH_OUT,101645.65,C453326574,423.0,0.0,C1307826230,98437.0,190387.57,0,0
722,CASH_OUT,3071270.72,C1272560847,3071270.72,0.0,C116742531,153082.28,3224353.0,1,0
631,CASH_OUT,952234.12,C630422228,952234.12,0.0,C2009843941,0.0,952234.12,1,0
156,PAYMENT,3740.18,C1182237266,0.0,0.0,M720723972,0.0,0.0,0,0
42,CASH_OUT,231459.26,C756141025,6008.0,0.0,C1618871970,858760.31,1090219.57,0,0
244,TRANSFER,53338.82,C1248176014,53338.82,0.0,C26405591,0.0,0.0,1,0
157,CASH_OUT,2498837.82,C788558672,2498837.82,0.0,C524532968,2325834.43,4824672.25,1,0
250,CASH_IN,92827.56,C1597012585,1318343.6,1411171.16,C915259545,213354.38,120526.82,0,0
295,TRANSFER,172344.3,C547948167,172344.3,0.0,C765807005,0.0,0.0,1,0
8,CASH_OUT,43092.0,C1395071924,43092.0,0.0,C79685693,660641.74,1158662.9,1,0
358,CASH_IN,121655.42,C1649382730,6060991.1,6182646.53,C1260149127,871479.99,749824.57,0,0
184,CASH_IN,28235.12,C815574152,8469833.74,8498068.87,C737981314,227199.35,198964.23,0,0
287,CASH_OUT,5947.04,C769359857,0.0,0.0,C1286023808,154854.06,160801.1,0,0
354,CASH_OUT,126256.85,C1991599688,0.0,0.0,C2122260856,2814681.72,2940938.57,0,0
228,CASH_IN,222349.93,C2061405959,26974.0,249323.93,C1811947572,344159.98,121810.04,0,0
41,CASH_IN,22047.21,C169416166,106164.67,128211.88,C2071094008,446139.02,424091.82,0,0
368,TRANSFER,199414.45,C1842995301,199414.45,0.0,C1445649140,0.0,0.0,1,0
256,CASH_OUT,309543.83,C1189296912,912379.0,602835.17,C136013308,570524.59,880068.42,0,0
284,TRANSFER,452780.06,C749552532,15701.0,0.0,C787033725,14165175.18,14617955.24,0,0
228,PAYMENT,31074.77,C1228372777,174747.0,143672.23,M8310887,0.0,0.0,0,0
671,TRANSFER,152724.32,C1406252838,152724.32,0.0,C1821499919,0.0,0.0,1,0
604,TRANSFER,4672401.04,C801580496,4672401.04,0.0,C1917884973,0.0,0.0,1,0
278,CASH_OUT,127095.89,C1081458276,20454.0,0.0,C2086455329,242800.13,369896.02,0,0
327,CASH_IN,136303.69,C1913720126,25162.0,161465.69,C514726693,0.0,0.0,0,0
298,TRANSFER,488030.08,C1331489578,488030.08,0.0,C201103304,0.0,0.0,1,0
552,TRANSFER,492003.04,C1070629899,492003.04,0.0,C167129695,0.0,0.0,1,0
119,CASH_OUT,2040209.74,C248036406,2040209.74,0.0,C646526180,11240377.72,13280587.46,1,0
359,TRANSFER,45271.85,C1007340530,45271.85,0.0,C527429443,0.0,0.0,1,0
161,CASH_OUT,40257.42,C558438058,13139.0,0.0,C2029221570,254894.88,295152.29,0,0
180,CASH_IN,189755.76,C1353321949,69587.0,259342.76,C304787673,267582.45,77826.69,0,0
38,CASH_IN,108470.88,C1298716418,1378668.92,1487139.8,C610188199,3197892.28,3089421.4,0,0
346,PAYMENT,21924.25,C895497726,0.0,0.0,M1480409562,0.0,0.0,0,0
274,TRANSFER,982414.06,C837087174,982414.06,0.0,C2003416160,0.0,0.0,1,0
168,PAYMENT,14045.2,C1011115896,2626.0,0.0,M823222160,0.0,0.0,0,0
723,TRANSFER,1232697.94,C981935704,1232697.94,0.0,C786585564,0.0,0.0,1,0
299,PAYMENT,24545.83,C1187718664,172571.23,148025.4,M943080675,0.0,0.0,0,0
348,CASH_OUT,102142.02,C1198212889,2049.0,0.0,C847039222,907892.27,1010034.28,0,0
182,CASH_OUT,57087.33,C65729965,0.0,0.0,C524593262,431217.03,488304.36,0,0
231,CASH_IN,417364.84,C525627659,731.0,418095.84,C1926059037,609071.6,191706.76,0,0
622,TRANSFER,668273.94,C1893589234,668273.94,0.0,C907656239,0.0,0.0,1,0
5,CASH_OUT,60726.57,C840095827,60726.57,0.0,C803116137,13010502.78,13071229.35,1,0
87,CASH_OUT,114339.1,C183849466,114339.1,0.0,C1798936808,41413.23,155752.33,1,0
353,CASH_OUT,406921.64,C2121049882,745.0,0.0,C825344598,188748.44,595670.08,0,0
159,CASH_IN,136776.42,C1189920647,22850279.0,22987055.42,C299807793,1885636.86,1748860.44,0,0
591,TRANSFER,4863106.47,C355787543,4863106.47,0.0,C2072616549,0.0,0.0,1,0
53,TRANSFER,99139.27,C831891422,99139.27,0.0,C1984865103,0.0,0.0,1,0
