step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
612,CASH_OUT,49423.31,C329967562,49423.31,0.0,C1801110858,314742.75,364166.06,1,0
738,TRANSFER,814689.88,C2029041842,814689.88,0.0,C1023330867,0.0,0.0,1,0
212,CASH_OUT,1434440.31,C886007554,1434440.31,0.0,C1581407467,0.0,1434440.31,1,0
100,CASH_OUT,1422963.14,C1871604900,1422963.14,0.0,C45991423,0.0,1422963.14,1,0
212,CASH_OUT,927620.44,C36961525,927620.44,0.0,C1313128046,0.0,927620.44,1,0
327,CASH_IN,90268.51,C1032955496,1735681.16,1825949.67,C212436352,155783.76,65515.25,0,0
702,CASH_OUT,10000000.0,C1174163617,10000000.0,0.0,C1917566425,0.0,10000000.0,1,0
247,CASH_OUT,333082.71,C1816884932,333082.71,0.0,C2028261196,122730.47,455813.18,1,0
565,CASH_OUT,1167816.02,C1378980948,1167816.02,0.0,C39436311,71833.68,1239649.71,1,0
308,PAYMENT,6918.59,C86873715,9157.0,2238.41,M451571202,0.0,0.0,0,0
336,TRANSFER,5903457.39,C139878018,5903457.39,0.0,C1395018529,0.0,0.0,1,0
680,TRANSFER,1685692.11,C1039970092,1685692.11,0.0,C476797859,0.0,0.0,1,0
347,CASH_IN,23832.75,C732302754,1314.0,25146.75,C1460939607,286987.26,263154.51,0,0
6,CASH_OUT,13704.0,C1421965867,13704.0,0.0,C1438594533,3382.84,143675.35,1,0
450,CASH_OUT,36267.62,C281930322,36267.62,0.0,C1655359478,6310213.47,6346481.09,1,0
165,CASH_OUT,798007.45,C1972873881,798007.45,0.0,C202442750,156472.57,954480.02,1,0
345,PAYMENT,3716.29,C942052149,82658.49,78942.19,M1815127620,0.0,0.0,0,0
249,CASH_IN,118591.33,C1244789362,21232.0,139823.33,C1806973732,11071.29,0.0,0,0
43,CASH_OUT,125652.32,C1659675009,20346.0,0.0,C842014000,1591759.56,2872064.73,0,0
184,CASH_OUT,160473.8,C1806253010,0.0,0.0,C482819575,702767.64,863241.44,0,0
199,CASH_OUT,295054.68,C1250562537,295054.68,0.0,C728515752,0.0,295054.68,1,0
159,PAYMENT,24515.87,C1766286387,0.0,0.0,M562632319,0.0,0.0,0,0
204,CASH_OUT,2144208.23,C1638233799,2144208.23,0.0,C268982217,0.0,2144208.23,1,0
406,TRANSFER,1008178.19,C1049948643,0.0,0.0,C330226144,22616538.21,23624716.4,0,0
486,TRANSFER,214793.32,C2140495649,214793.32,0.0,C423543548,0.0,0.0,1,0
317,TRANSFER,241337.83,C1999586448,241337.83,0.0,C532302073,0.0,0.0,1,0
660,CASH_OUT,51725.86,C659685895,51725.86,0.0,C846863842,31743.54,83469.4,1,0
98,CASH_OUT,63624.08,C431038121,63624.08,0.0,C1925188324,0.0,63624.08,1,0
355,TRANSFER,5338162.8,C622353866,5338162.8,0.0,C955190047,0.0,0.0,1,0
11,CASH_IN,199740.4,C1757302273,21712.0,221452.4,C1367538162,0.0,0.0,0,0
181,CASH_IN,173786.4,C1443352674,30248.0,204034.4,C1925837024,4894704.19,4720917.8,0,0
256,CASH_IN,190444.52,C1693734574,360.0,190804.52,C536207585,0.0,0.0,0,0
211,PAYMENT,9567.55,C1273874094,27503.0,17935.45,M1894384995,0.0,0.0,0,0
670,PAYMENT,8169.35,C929575493,173.0,0.0,M369894021,0.0,0.0,0,0
680,TRANSFER,1819405.69,C256643277,1819405.69,0.0,C865759561,0.0,0.0,1,0
259,CASH_OUT,248071.56,C1968752639,248071.56,0.0,C2133429010,81265.48,329337.03,1,0
109,TRANSFER,126375.17,C83653019,126375.17,0.0,C1418842986,0.0,0.0,1,0
37,PAYMENT,824.14,C1674044331,0.0,0.0,M1437913894,0.0,0.0,0,0
342,TRANSFER,22402.21,C594348983,22402.21,0.0,C978716589,0.0,0.0,1,0
182,CASH_IN,419996.58,C1751363089,20418.0,440414.58,C744839587,0.0,0.0,0,0
282,CASH_OUT,16296.46,C1171189055,16296.46,0.0,C1751518274,0.0,16296.46,1,0
22,CASH_OUT,89571.46,C1022920965,4505.6,0.0,C1460548505,1929428.01,2018999.47,1,0
275,PAYMENT,7219.54,C2094671618,64233.27,57013.74,M2047627181,0.0,0.0,0,0
185,TRANSFER,345142.96,C289002516,0.0,0.0,C354631914,1975957.11,2321100.07,0,0
106,CASH_OUT,1486955.35,C589092976,1486955.35,0.0,C1616444076,2163500.29,3650455.64,1,0
695,CASH_OUT,39610.65,C1604495584,0.0,0.0,C1927380875,838962.56,878573.21,0,0
203,PAYMENT,17003.08,C1782130858,0.0,0.0,M707387033,0.0,0.0,0,0
390,CASH_OUT,638693.49,C1168767749,638693.49,0.0,C557403398,328882.51,967576.0,1,0
684,TRANSFER,5056134.96,C1010703924,34642.0,0.0,C158997929,302295.27,5358430.23,0,0
530,CASH_OUT,398711.68,C1554476444,398711.68,0.0,C1448973297,652931.8,1051643.49,1,0
402,CASH_OUT,207876.39,C547652899,22297.0,0.0,C247459524,92560.6,300436.99,0,0
308,TRANSFER,987756.6,C1359137740,302.0,0.0,C1500423370,0.0,987756.6,0,0
726,CASH_OUT,834495.09,C1461019839,834495.09,0.0,C685427542,471101.6,1305596.69,1,0
120,TRANSFER,377919.58,C1265971736,377919.58,0.0,C806590394,0.0,0.0,1,0
374,CASH_OUT,7466.12,C1178286288,7466.12,0.0,C626411479,0.0,7466.12,1,0
479,TRANSFER,6669495.34,C1780532253,6669495.34,0.0,C2065569880,0.0,0.0,1,0
257,PAYMENT,3621.96,C1212899332,0.0,0.0,M55228873,0.0,0.0,0,0
353,PAYMENT,11080.01,C309396822,0.0,0.0,M1730109313,0.0,0.0,0,0
188,PAYMENT,2999.83,C1275921738,9013.0,6013.17,M157112852,0.0,0.0,0,0
504,CASH_OUT,3018810.85,C1000484178,3018810.85,0.0,C895750711,65126.98,3083937.83,1,0
402,PAYMENT,758.06,C358953043,76739.11,75981.05,M1088534864,0.0,0.0,0,0
597,TRANSFER,88099.88,C16417256,88099.88,0.0,C1246176741,0.0,0.0,1,0
415,TRANSFER,23236.49,C1376272223,23236.49,0.0,C684942483,0.0,0.0,1,0
677,TRANSFER,1600721.32,C1890383797,1600721.32,0.0,C1224355851,0.0,0.0,1,0
212,PAYMENT,8327.64,C1961977509,10327.0,1999.36,M1654691379,0.0,0.0,0,0
279,TRANSFER,220265.72,C366049938,0.0,0.0,C1501491300,805268.75,1025534.48,0,0
222,CASH_OUT,211628.75,C1710697792,211628.75,0.0,C408442101,23970.72,235599.46,1,0
468,CASH_OUT,764646.4,C2035637987,764646.4,0.0,C1696840371,0.0,764646.4,1,0
275,PAYMENT,1604.03,C1063742446,210409.0,208804.97,M1299009178,0.0,0.0,0,0
348,CASH_OUT,3476.01,C1468272324,40586.0,37109.99,C593320282,73765.4,77241.4,0,0
181,TRANSFER,253640.11,C80217426,0.0,0.0,C448149752,298822.99,552463.1,0,0
678,TRANSFER,1536733.52,C287247787,1536733.52,0.0,C310163426,0.0,0.0,1,0
660,TRANSFER,48516.87,C226017456,48516.87,0.0,C116841547,0.0,0.0,1,0
163,PAYMENT,23082.16,C578876422,0.0,0.0,M1848597316,0.0,0.0,0,0
159,CASH_OUT,301193.32,C2042509361,301193.32,0.0,C448102180,0.0,301193.32,1,0
617,CASH_OUT,10000000.0,C1677039996,10000000.0,0.0,C454550281,0.0,10000000.0,1,0
236,CASH_OUT,125872.54,C775049558,0.0,0.0,C1629910458,2242041.02,2367913.57,0,0
322,CASH_IN,63496.43,C1812878390,12219.0,75715.43,C185963843,146601.12,83104.69,0,0
242,CASH_OUT,3210027.48,C1663597987,3210027.48,0.0,C1844870771,0.0,3210027.48,1,0
253,CASH_OUT,690510.31,C1587643191,690510.31,0.0,C1346914355,53206.61,743716.92,1,0
11,CASH_IN,95251.95,C2016608062,3011.0,98262.95,C352976788,117817.13,22565.18,0,0
252,CASH_IN,191804.55,C714621632,935016.12,1126820.67,C1797562088,4380925.83,4189121.28,0,0
355,CASH_OUT,5338162.8,C1742651298,5338162.8,0.0,C866531579,181895.58,5520058.37,1,0
517,TRANSFER,4993938.87,C86350927,4993938.87,0.0,C1577873680,0.0,0.0,1,0
645,CASH_OUT,1576874.04,C1029506944,1576874.04,0.0,C1873712086,0.0,1576874.04,1,0
287,PAYMENT,11921.54,C696266580,694112.79,682191.25,M743821749,0.0,0.0,0,0
132,CASH_IN,279957.29,C1217812127,8398687.27,8678644.56,C1407664911,834038.06,554080.78,0,0
251,CASH_OUT,187646.87,C88603086,0.0,0.0,C986152160,718565.96,906212.83,0,0
12,CASH_OUT,331151.41,C1624970173,0.0,0.0,C1183075634,3150831.4,3724351.33,0,0
225,PAYMENT,353.94,C1594908389,0.0,0.0,M1279059291,0.0,0.0,0,0
448,CASH_OUT,72322.83,C1990851012,0.0,0.0,C1262312056,174455.21,246778.05,0,0
464,TRANSFER,1219062.64,C357942750,1219062.64,0.0,C1229695480,0.0,0.0,1,0
225,CASH_IN,122272.57,C1899955459,277.0,122549.57,C534355465,139183.76,16911.19,0,0
304,PAYMENT,12800.89,C1825410934,623.0,0.0,M1574775379,0.0,0.0,0,0
287,CASH_OUT,65564.36,C162055747,0.0,0.0,C1683290595,1725161.89,1790726.25,0,0
482,TRANSFER,1451083.08,C1888769481,1451083.08,0.0,C1653981424,0.0,0.0,1,0
20,CASH_OUT,231137.31,C1077290418,0.0,0.0,C803793969,690622.65,921759.96,0,0
252,CASH_IN,155772.0,C64644658,100616.0,256388.0,C34200923,0.0,0.0,0,0
302,TRANSFER,1011249.64,C1106915307,1011249.64,0.0,C2043222623,0.0,0.0,1,0
47,CASH_OUT,61487.67,C2064498880,61487.67,0.0,C1457751793,0.0,61487.67,1,0
252,TRANSFER,1258447.97,C552549625,4057.0,0.0,C1800399256,164405.26,1422853.23,0,0
501,CASH_OUT,705647.68,C197049364,705647.68,0.0,C523103800,0.0,705647.68,1,0
178,PAYMENT,355.01,C1901479272,0.0,0.0,M1687590301,0.0,0.0,0,0
595,TRANSFER,76732.89,C1422736429,76732.89,0.0,C420728464,0.0,0.0,1,0
260,PAYMENT,6517.9,C946590050,15490.0,8972.1,M277002232,0.0,0.0,0,0
347,CASH_OUT,149939.83,C317303182,24981.0,0.0,C1752729103,843062.82,993002.65,0,0
59,TRANSFER,21174.45,C1690317775,21174.45,0.0,C1829927547,0.0,0.0,1,0
16,TRANSFER,2198224.71,C752563135,2198224.71,0.0,C247007952,0.0,0.0,1,0
145,CASH_OUT,1767886.02,C1487625973,1767886.02,0.0,C1046637839,0.0,1767886.02,1,0
348,TRANSFER,31374.02,C14761859,31374.02,0.0,C361194478,0.0,0.0,1,0
330,TRANSFER,9198459.96,C1938563375,9198459.96,0.0,C1187100670,0.0,0.0,1,0
34,PAYMENT,10267.16,C391936455,32.0,0.0,M1164377249,0.0,0.0,0,0
444,TRANSFER,541486.74,C1850675328,541486.74,0.0,C7396544,0.0,0.0,1,0
44,PAYMENT,1816.5,C717026104,11562.72,9746.22,M1877057881,0.0,0.0,0,0
371,PAYMENT,14668.45,C1256381168,0.0,0.0,M1814043506,0.0,0.0,0,0
273,TRANSFER,103078.52,C1724879922,103078.52,0.0,C728668261,0.0,0.0,1,0
230,TRANSFER,10000000.0,C150617765,13774746.08,3774746.08,C1641778666,0.0,0.0,1,0
438,TRANSFER,176776.55,C1282030759,176776.55,0.0,C2119586471,0.0,0.0,1,0
182,CASH_OUT,370275.07,C1580278826,5098.0,0.0,C1831527450,125921.2,496196.28,0,0
231,CASH_OUT,186113.07,C1894850849,10623.0,0.0,C893563538,99112.27,285225.33,0,0
565,PAYMENT,6526.37,C514032741,0.0,0.0,M371946566,0.0,0.0,0,0
540,PAYMENT,697.12,C280251012,27062.0,26364.88,M778773777,0.0,0.0,0,0
380,PAYMENT,13943.34,C30890005,656.0,0.0,M1827748854,0.0,0.0,0,0
10,CASH_OUT,93810.76,C1190429229,93810.76,0.0,C2104652067,4096048.05,4189858.81,1,0
349,CASH_OUT,55828.45,C1567111935,0.0,0.0,C1539658523,1092407.17,1148235.62,0,0
566,CASH_IN,15409.97,C331655888,296536.0,311945.97,C73385533,1408433.0,1393023.03,0,0
733,TRANSFER,105903.18,C565737303,105903.18,0.0,C350986885,0.0,0.0,1,0
256,PAYMENT,6130.3,C1477381956,0.0,0.0,M1982555790,0.0,0.0,0,0
140,PAYMENT,1814.81,C2022921252,0.0,0.0,M2016360486,0.0,0.0,0,0
556,TRANSFER,788855.1,C1746913772,788855.1,0.0,C1225375125,0.0,0.0,1,0
139,PAYMENT,11623.41,C1616762797,8023.0,0.0,M1083034191,0.0,0.0,0,0
15,CASH_OUT,7969.08,C570078369,112122.3,104153.22,C1322754115,151682.28,194927.6,0,0
317,TRANSFER,46779.04,C954160536,46779.04,0.0,C96624580,0.0,0.0,1,0
614,CASH_OUT,1760546.42,C183358116,1760546.42,0.0,C790128788,0.0,1760546.42,1,0
101,CASH_OUT,2222544.0,C1196507516,2222544.0,0.0,C1496380415,134545.99,2357089.98,1,0
177,PAYMENT,10629.51,C1385970995,699704.07,689074.55,M625698914,0.0,0.0,0,0
158,CASH_OUT,87646.89,C1165878521,0.0,0.0,C1768464356,3597931.72,3685578.61,0,0
332,CASH_OUT,388662.81,C205762945,24154.0,0.0,C1304201363,115601.6,504264.41,0,0
188,PAYMENT,9257.73,C1570897458,791712.25,782454.52,M1963735150,0.0,0.0,0,0
666,CASH_OUT,145944.8,C1366476838,145944.8,0.0,C248211897,122425.15,268369.95,1,0
135,CASH_OUT,7927.06,C2071408487,7927.06,0.0,C1313763244,0.0,7927.06,1,0
37,CASH_OUT,180057.08,C1678992586,0.0,0.0,C60462285,189580.58,369637.66,0,0
391,TRANSFER,235763.38,C38292810,235763.38,0.0,C2083984370,0.0,0.0,1,0
180,CASH_IN,86088.75,C83461060,7928186.72,8014275.48,C1904358354,312475.9,226387.15,0,0
307,CASH_OUT,2343696.85,C1652159172,2343696.85,0.0,C1212506708,158778.61,2502475.46,1,0
203,TRANSFER,48299.77,C481315574,48299.77,0.0,C1346352001,0.0,0.0,1,0
308,PAYMENT,9063.08,C2147126359,242587.29,233524.21,M1683497898,0.0,0.0,0,0
13,PAYMENT,5792.93,C103146240,546442.48,540649.55,M1359357466,0.0,0.0,0,0
133,CASH_IN,120287.94,C749056708,1666154.29,1786442.23,C1338686176,4554705.75,4434417.81,0,0
658,CASH_OUT,8730600.58,C1590395791,8730600.58,0.0,C1505080875,256439.26,8987039.84,1,0
4,TRANSFER,169941.73,C540962910,169941.73,0.0,C2127862399,0.0,0.0,1,0
258,PAYMENT,324.53,C889559104,48729.91,48405.38,M259599927,0.0,0.0,0,0
204,CASH_OUT,85291.29,C559034778,0.0,0.0,C2094889186,661970.85,747262.15,0,0
44,CASH_IN,193373.46,C2091031532,3309268.12,3502641.58,C1792862690,330831.55,137458.09,0,0
460,TRANSFER,414095.91,C1558078875,414095.91,0.0,C1062681354,0.0,0.0,1,0
311,PAYMENT,3630.42,C636335978,102.0,0.0,M12734172,0.0,0.0,0,0
5,TRANSFER,120074.73,C1409933277,120074.73,0.0,C162114152,0.0,0.0,1,0
305,CASH_IN,20147.23,C1548559006,2540149.09,2560296.32,C652874081,3274772.43,3254625.2,0,0
255,CASH_IN,1484.95,C1866151091,2462512.0,2463996.95,C464860406,405798.71,404313.76,0,0
394,CASH_OUT,225437.57,C1783296124,507.0,0.0,C1912299380,144452.69,369890.26,0,0
281,TRANSFER,475254.44,C466435835,151327.4,0.0,C703190501,2148245.21,2623499.64,0,0
155,PAYMENT,1628.46,C703094778,818.0,0.0,M1950322276,0.0,0.0,0,0
436,CASH_OUT,513693.13,C2034397905,513693.13,0.0,C497880242,0.0,513693.13,1,0
146,CASH_OUT,60516.53,C1241672000,60516.53,0.0,C271238521,0.0,60516.53,1,0
303,CASH_IN,170436.55,C720553150,413.0,170849.55,C1551587357,0.0,0.0,0,0
229,CASH_OUT,264521.12,C1964106514,0.0,0.0,C330843335,1184251.24,1328998.67,0,0
42,CASH_OUT,3569720.42,C2012983997,3569720.42,0.0,C365271329,0.0,3569720.42,1,0
385,TRANSFER,617882.66,C1190371489,617882.66,0.0,C371320047,0.0,0.0,1,0
164,CASH_IN,9287.76,C1778453654,21562.0,30849.76,C944073827,308947.94,299660.18,0,0
325,CASH_IN,22192.67,C208084084,6270843.86,6293036.53,C1245716855,81391.81,59199.14,0,0
356,TRANSFER,2590333.97,C2060551157,0.0,0.0,C2012026808,2859656.03,5449990.0,0,0
198,TRANSFER,7620549.14,C1407135183,7620549.14,0.0,C1128587638,0.0,0.0,1,0
118,CASH_OUT,1812161.42,C1788320123,1812161.42,0.0,C1343134099,0.0,1812161.42,1,0
349,PAYMENT,32561.63,C586063420,42148.0,9586.37,M601422646,0.0,0.0,0,0
398,TRANSFER,55247.48,C1873632807,55247.48,0.0,C416874775,0.0,0.0,1,0
355,TRANSFER,183845.3,C1934855438,0.0,0.0,C635853213,216918.52,400763.82,0,0
368,CASH_OUT,199414.45,C1712549867,199414.45,0.0,C359165677,0.0,199414.45,1,0
10,PAYMENT,1228.89,C916884937,303312.0,302083.11,M2128929516,0.0,0.0,0,0
252,CASH_OUT,90407.63,C143107178,150.0,0.0,C1586822188,1664720.66,1452287.09,0,0
236,TRANSFER,636123.14,C1345915524,15230.0,0.0,C1128276429,41936.81,678059.95,0,0
439,CASH_OUT,3653274.35,C1052486086,3653274.35,0.0,C437308793,637138.07,4290412.42,1,0
302,CASH_OUT,43235.71,C1465935638,43235.71,0.0,C1136959113,54838.13,98073.84,1,0
576,TRANSFER,451399.66,C309402853,451399.66,0.0,C679039485,0.0,0.0,1,0
558,CASH_OUT,889.76,C1875485157,889.76,0.0,C1564090891,29138.76,30028.51,1,0
140,CASH_IN,43152.94,C112201383,272.0,43424.94,C1609262789,3281917.07,3238764.13,0,0
590,CASH_OUT,2117503.53,C1817837968,2117503.53,0.0,C925171074,579766.18,2697269.71,1,0
301,CASH_IN,367773.99,C1393538936,21514.0,389287.99,C101728188,0.0,0.0,0,0
404,CASH_IN,147329.69,C1730461904,21352.0,168681.69,C278027440,0.0,0.0,0,0
90,CASH_OUT,39664.74,C1334465444,39664.74,0.0,C247088283,0.0,39664.74,1,0
131,CASH_OUT,284553.53,C1897271133,0.0,0.0,C244641556,331594.58,616148.11,0,0
348,CASH_IN,56873.58,C700458019,361.0,57234.58,C614974657,456302.71,399429.13,0,0
371,TRANSFER,174324.94,C1186321372,174324.94,0.0,C372000070,0.0,0.0,1,0
234,CASH_IN,282145.23,C1568794390,1040.0,283185.23,C499324535,12524.98,0.0,0,0
305,CASH_IN,257258.66,C1066744982,4320.0,261578.66,C1809029923,6188878.71,5931620.05,0,0
22,CASH_OUT,489767.32,C480109552,489767.32,0.0,C720599914,0.0,489767.32,1,0
137,CASH_OUT,13546.09,C799359975,0.0,0.0,C1461666566,114223.18,127769.28,0,0
297,TRANSFER,2131624.18,C824783072,2131624.18,0.0,C60624550,0.0,0.0,1,0
613,TRANSFER,170486.7,C1201464537,170486.7,0.0,C1785940596,0.0,0.0,1,0
208,CASH_OUT,3864609.52,C1819780658,3864609.52,0.0,C1742930465,0.0,3864609.52,1,0
73,TRANSFER,12619.29,C427763831,12619.29,0.0,C1394804033,0.0,0.0,1,0
680,TRANSFER,272716.64,C1539029017,272716.64,0.0,C546068796,0.0,0.0,1,0
138,PAYMENT,1332.4,C1553540202,0.0,0.0,M2027030837,0.0,0.0,0,0
235,CASH_OUT,121897.64,C735572852,0.0,0.0,C395053486,2548021.12,2669918.76,0,0
513,CASH_OUT,1530378.45,C678293431,1530378.45,0.0,C1229558199,0.0,1530378.45,1,0
689,CASH_OUT,49492.39,C442653315,49492.39,0.0,C1646646349,0.0,49492.39,1,0
158,CASH_OUT,52709.78,C884098637,0.0,0.0,C193826743,8134948.18,8187657.95,0,0
183,TRANSFER,224378.1,C1246119241,224378.1,0.0,C1893337612,0.0,0.0,1,0
174,CASH_OUT,1244224.16,C1409947310,1244224.16,0.0,C1545423847,1350776.28,2595000.45,1,0
303,CASH_OUT,138625.87,C1412922747,0.0,0.0,C1086815622,208571.22,347197.09,0,0
37,TRANSFER,308666.88,C375764881,0.0,0.0,C1151633514,2656046.97,2964713.84,0,0
237,CASH_IN,81165.51,C47730224,56745.0,137910.51,C401506412,0.0,0.0,0,0
576,TRANSFER,28284.88,C978784308,28284.88,0.0,C1196475632,0.0,0.0,1,0
742,CASH_OUT,303846.74,C1148860488,303846.74,0.0,C846260566,343660.89,647507.63,1,0
129,CASH_IN,209173.47,C2080725270,2266335.16,2475508.63,C1028821674,3171689.7,2962516.22,0,0
421,TRANSFER,1501341.87,C1749948822,1501341.87,0.0,C1224774762,0.0,0.0,1,0
12,TRANSFER,8677.0,C288028999,8677.0,0.0,C184294001,0.0,0.0,1,0
398,PAYMENT,4748.13,C1105639758,59997.0,55248.87,M1700115343,0.0,0.0,0,0
628,CASH_OUT,709950.57,C1251020592,709950.57,0.0,C723136317,0.0,709950.57,1,0
284,CASH_IN,21196.25,C1056188808,2678345.55,2699541.8,C2145887326,301507.17,280310.92,0,0
14,CASH_OUT,1561891.66,C15204463,1561891.66,0.0,C1255502452,3471928.95,6443177.56,1,0
134,CASH_OUT,250658.09,C1014801297,353237.0,102578.91,C1022722588,455000.94,705659.03,0,0
45,TRANSFER,5188875.35,C1556710652,5188875.35,0.0,C1264872013,0.0,0.0,1,0
330,CASH_OUT,50972.59,C607560615,0.0,0.0,C832288282,1702880.3,1753852.89,0,0
379,CASH_OUT,177505.06,C950399908,910.85,0.0,C735765130,266612.85,444117.91,0,0
189,CASH_OUT,32830.82,C419928675,32830.82,0.0,C1441346969,1064994.15,1097824.97,1,0
264,PAYMENT,6861.62,C1530544393,8505.0,1643.38,M2022498099,0.0,0.0,0,0
350,CASH_OUT,157821.65,C1189774409,916.0,0.0,C1484552659,1418831.4,1576653.05,0,0
31,CASH_OUT,120406.39,C1938001564,120406.39,0.0,C878440089,0.0,120406.39,1,0
324,PAYMENT,14057.64,C364370773,0.0,0.0,M1161233096,0.0,0.0,0,0
625,CASH_OUT,249749.05,C1809515003,249749.05,0.0,C1837079929,0.0,249749.05,1,0
705,TRANSFER,404394.04,C57037472,404394.04,0.0,C149688378,0.0,0.0,1,0
260,CASH_OUT,224964.85,C871130750,10834.0,0.0,C440141810,0.0,224964.85,0,0
186,PAYMENT,5776.23,C1168122364,164746.41,158970.18,M1760690207,0.0,0.0,0,0
236,CASH_OUT,88263.52,C1448408254,0.0,0.0,C1978101099,2019925.2,2182054.9,0,0
225,CASH_OUT,1385945.61,C945312738,1385945.61,0.0,C526780230,446776.76,1832722.37,1,0
351,PAYMENT,13496.18,C1109330341,101648.0,88151.82,M1582089025,0.0,0.0,0,0
229,CASH_OUT,389599.13,C406915350,868039.43,478440.3,C193579314,905626.89,1295226.01,0,0
635,TRANSFER,182739.36,C1687063682,182739.36,0.0,C451391923,0.0,0.0,1,0
15,PAYMENT,7176.18,C169857953,45286.0,38109.82,M1533303171,0.0,0.0,0,0
160,CASH_OUT,360749.76,C886662804,360749.76,0.0,C1391856645,468005.41,828755.18,1,0
333,PAYMENT,7576.12,C891003101,11529.0,3952.88,M140367508,0.0,0.0,0,0
261,PAYMENT,2923.46,C1545606269,0.0,0.0,M1397310095,0.0,0.0,0,0
229,CASH_OUT,200125.67,C609024395,102738.0,0.0,C849814452,643133.84,843259.52,0,0
354,TRANSFER,283429.1,C712071117,283429.1,0.0,C465712526,0.0,0.0,1,0
58,CASH_OUT,7108914.22,C993318150,7108914.22,0.0,C73690456,0.0,7108914.22,1,0
691,PAYMENT,13528.03,C1816016224,101816.16,88288.13,M271029070,0.0,0.0,0,0
172,TRANSFER,70072.66,C739431473,70072.66,0.0,C1097630164,0.0,0.0,1,0
207,CASH_OUT,290217.18,C1354796547,21162.0,0.0,C1624854575,1124277.35,1414494.52,0,0
66,TRANSFER,2096634.43,C1735799250,2096634.43,0.0,C106378482,0.0,0.0,1,0
328,PAYMENT,20673.85,C149862932,103471.0,82797.15,M419101716,0.0,0.0,0,0
513,TRANSFER,217506.28,C1983049564,217506.28,0.0,C991884461,0.0,0.0,1,0
547,TRANSFER,1139983.15,C666869003,1139983.15,0.0,C923969189,0.0,0.0,1,0
402,PAYMENT,7570.19,C1700081123,209447.39,201877.2,M769360689,0.0,0.0,0,0
17,CASH_OUT,69739.67,C891641649,0.0,0.0,C442527023,91140.29,160879.96,0,0
376,CASH_OUT,106682.1,C1620006757,0.0,0.0,C959645112,5914070.6,6020752.7,0,0
241,CASH_OUT,325470.07,C570536992,325470.07,0.0,C437423112,19771.15,345241.22,1,0
632,TRANSFER,82209.71,C2014216295,82209.71,0.0,C2066467731,0.0,0.0,1,0
90,TRANSFER,113309.55,C20934995,113309.55,0.0,C601864422,0.0,0.0,1,0
